epoch,loss,accuracy,mse,binary_accuracy,val_loss,val_accuracy,val_mse,val_binary_accuracy
1,5.3330206871032715,0.4912280738353729,0.9450065493583679,0.4912280738353729,0.6824995279312134,0.517241358757019,0.24728134274482727,0.517241358757019
2,4.641875267028809,0.5350877046585083,0.8617244362831116,0.5350877046585083,0.6289653182029724,0.5862069129943848,0.22208379209041595,0.5862069129943848
3,4.571357250213623,0.5263158082962036,0.9492791295051575,0.5263158082962036,0.5892547965049744,0.6896551847457886,0.20380890369415283,0.6896551847457886
4,3.3789165019989014,0.5526315569877625,0.6726329326629639,0.5526315569877625,0.5662695169448853,0.7241379022598267,0.19227541983127594,0.7241379022598267
5,4.683806419372559,0.42105263471603394,0.8993879556655884,0.42105263471603394,0.5420052409172058,0.7586206793785095,0.18016572296619415,0.7586206793785095
6,3.0603444576263428,0.5877193212509155,0.7828052639961243,0.5877193212509155,0.5214775800704956,0.7931034564971924,0.1712348610162735,0.7931034564971924
7,3.2353339195251465,0.5964912176132202,0.6606090664863586,0.5964912176132202,0.4971204102039337,0.7931034564971924,0.16147004067897797,0.7931034564971924
8,3.424848794937134,0.5964912176132202,0.6391940116882324,0.5964912176132202,0.47945743799209595,0.7931034564971924,0.1554015725851059,0.7931034564971924
9,2.490076780319214,0.6228070259094238,0.6492243409156799,0.6228070259094238,0.4647291302680969,0.8275862336158752,0.15125253796577454,0.8275862336158752
10,4.289597511291504,0.48245614767074585,0.7252963781356812,0.48245614767074585,0.45424672961235046,0.8275862336158752,0.1486946940422058,0.8275862336158752
11,4.4857563972473145,0.4736842215061188,0.8762908577919006,0.4736842215061188,0.44535037875175476,0.8275862336158752,0.14642848074436188,0.8275862336158752
12,3.67864727973938,0.6315789222717285,0.7026240229606628,0.6315789222717285,0.4381310045719147,0.8275862336158752,0.1447705626487732,0.8275862336158752
13,4.025069236755371,0.5701754093170166,0.8671102523803711,0.5701754093170166,0.4340592622756958,0.8275862336158752,0.14424145221710205,0.8275862336158752
14,3.567742109298706,0.5789473652839661,0.7212700247764587,0.5789473652839661,0.43255507946014404,0.8275862336158752,0.14437420666217804,0.8275862336158752
15,3.748481035232544,0.5175438523292542,0.820815920829773,0.5175438523292542,0.42514780163764954,0.8275862336158752,0.14214487373828888,0.8275862336158752
16,4.056890487670898,0.5,0.6719924807548523,0.5,0.41896915435791016,0.8620689511299133,0.14081259071826935,0.8620689511299133
17,3.6008479595184326,0.5877193212509155,0.8629642128944397,0.5877193212509155,0.42868903279304504,0.7931034564971924,0.14333096146583557,0.7931034564971924
18,3.443535566329956,0.5789473652839661,0.7111085653305054,0.5789473652839661,0.4403625428676605,0.7931034564971924,0.14656347036361694,0.7931034564971924
19,3.806964159011841,0.5614035129547119,0.9211242198944092,0.5614035129547119,0.46053528785705566,0.7931034564971924,0.1514771282672882,0.7931034564971924
20,3.456397533416748,0.5438596606254578,0.7794724702835083,0.5438596606254578,0.5367862582206726,0.7931034564971924,0.15986952185630798,0.7931034564971924
21,3.9360413551330566,0.6315789222717285,0.752365231513977,0.6315789222717285,0.9001145362854004,0.7931034564971924,0.1654302179813385,0.7931034564971924
22,3.077547311782837,0.6140350699424744,0.7444337010383606,0.6140350699424744,0.9186771512031555,0.7931034564971924,0.17313635349273682,0.7931034564971924
23,3.6810293197631836,0.5701754093170166,0.8507437705993652,0.5701754093170166,0.9461389780044556,0.7931034564971924,0.18014821410179138,0.7931034564971924
24,3.339041233062744,0.6052631735801697,0.8889257311820984,0.6052631735801697,1.3326996564865112,0.7586206793785095,0.18992337584495544,0.7586206793785095
25,3.0542991161346436,0.6315789222717285,0.8290601968765259,0.6315789222717285,1.3320225477218628,0.7586206793785095,0.1950841099023819,0.7586206793785095
