epoch,loss,accuracy,mse,binary_accuracy,val_loss,val_accuracy,val_mse,val_binary_accuracy
1,3.9016714096069336,0.5701754093170166,0.7238901853561401,0.5701754093170166,0.5655977725982666,0.7241379022598267,0.1916690170764923,0.7241379022598267
2,4.7735466957092285,0.4649122953414917,0.8675013184547424,0.4649122953414917,0.5330606698989868,0.7241379022598267,0.17841950058937073,0.7241379022598267
3,4.399674892425537,0.5614035129547119,0.9106263518333435,0.5614035129547119,0.5118052363395691,0.6896551847457886,0.17254382371902466,0.6896551847457886
4,3.680579662322998,0.5263158082962036,0.7870267033576965,0.5263158082962036,0.4989420175552368,0.6896551847457886,0.16952432692050934,0.6896551847457886
5,4.1263651847839355,0.5964912176132202,0.8073388934135437,0.5964912176132202,0.4883309602737427,0.6896551847457886,0.16696305572986603,0.6896551847457886
6,3.7873830795288086,0.5964912176132202,0.7238430976867676,0.5964912176132202,0.4761909544467926,0.6896551847457886,0.16431449353694916,0.6896551847457886
7,4.415657997131348,0.5877193212509155,1.0503677129745483,0.5877193212509155,0.47180289030075073,0.6896551847457886,0.1665455400943756,0.6896551847457886
8,3.3405203819274902,0.5263158082962036,0.7778002023696899,0.5263158082962036,0.4677499830722809,0.6896551847457886,0.1672346293926239,0.6896551847457886
9,4.267100811004639,0.5175438523292542,1.005142092704773,0.5175438523292542,0.46629923582077026,0.6551724076271057,0.1698804348707199,0.6551724076271057
10,3.6695921421051025,0.5614035129547119,0.981351375579834,0.5614035129547119,0.46564075350761414,0.6551724076271057,0.17285814881324768,0.6551724076271057
11,3.0858571529388428,0.6140350699424744,0.7434189319610596,0.6140350699424744,0.46879205107688904,0.6896551847457886,0.17663410305976868,0.6896551847457886
12,4.133408546447754,0.5438596606254578,0.8661400079727173,0.5438596606254578,0.4722999036312103,0.6896551847457886,0.1799580156803131,0.6896551847457886
13,3.7389066219329834,0.6140350699424744,0.8854119777679443,0.6140350699424744,0.5070396661758423,0.6551724076271057,0.1927202194929123,0.6551724076271057
14,3.1511220932006836,0.5964912176132202,0.8067886233329773,0.5964912176132202,0.9450486302375793,0.6551724076271057,0.21101047098636627,0.6551724076271057
15,3.855992317199707,0.5350877046585083,0.9237918257713318,0.5350877046585083,1.0273430347442627,0.6551724076271057,0.24672608077526093,0.6551724076271057
16,2.734701156616211,0.6578947305679321,0.8907068371772766,0.6578947305679321,1.4179996252059937,0.6551724076271057,0.2747892737388611,0.6551724076271057
17,3.5742433071136475,0.6315789222717285,0.8432206511497498,0.6315789222717285,1.428017497062683,0.6551724076271057,0.29618632793426514,0.6551724076271057
18,3.9426944255828857,0.5964912176132202,0.8855881094932556,0.5964912176132202,1.4379290342330933,0.6551724076271057,0.3170880973339081,0.6551724076271057
19,3.6713082790374756,0.6052631735801697,0.799006462097168,0.6052631735801697,1.438537359237671,0.6551724076271057,0.327279269695282,0.6551724076271057
20,3.0090489387512207,0.640350878238678,0.9926583766937256,0.640350878238678,1.4125540256500244,0.6551724076271057,0.3021816909313202,0.6551724076271057
21,3.7422616481781006,0.6140350699424744,0.8115672469139099,0.6140350699424744,1.3858027458190918,0.6551724076271057,0.2745063900947571,0.6551724076271057
22,2.9834342002868652,0.6228070259094238,0.7891405820846558,0.6228070259094238,1.3660202026367188,0.6551724076271057,0.2542749345302582,0.6551724076271057
23,4.716582775115967,0.5789473652839661,0.9589260816574097,0.5789473652839661,1.3493342399597168,0.6551724076271057,0.2372933328151703,0.6551724076271057
24,2.7049028873443604,0.6052631735801697,0.7627747654914856,0.6052631735801697,0.929755687713623,0.7241379022598267,0.2116294950246811,0.7241379022598267
25,3.7800776958465576,0.6228070259094238,0.8205510377883911,0.6228070259094238,0.8969072699546814,0.7931034564971924,0.20255063474178314,0.7931034564971924
26,2.641669750213623,0.6491228342056274,0.7047784924507141,0.6491228342056274,0.8969002962112427,0.7931034564971924,0.20622645318508148,0.7931034564971924
27,2.4562857151031494,0.719298243522644,0.6837207674980164,0.719298243522644,0.8968108892440796,0.7931034564971924,0.2071838080883026,0.7931034564971924
28,3.468740463256836,0.640350878238678,0.8582639098167419,0.640350878238678,0.9057039618492126,0.7931034564971924,0.2083030343055725,0.7931034564971924
29,2.1992037296295166,0.6491228342056274,0.6915651559829712,0.6491228342056274,0.9231123924255371,0.8275862336158752,0.21106025576591492,0.8275862336158752
30,2.5800888538360596,0.6578947305679321,0.7679584622383118,0.6578947305679321,0.9487221837043762,0.8275862336158752,0.21918238699436188,0.8275862336158752
31,3.0646584033966064,0.640350878238678,0.8303925395011902,0.640350878238678,0.9161732196807861,0.7931034564971924,0.22297902405261993,0.7931034564971924
32,2.9344027042388916,0.6842105388641357,0.774438202381134,0.6842105388641357,0.9661675095558167,0.7931034564971924,0.25901561975479126,0.7931034564971924
33,3.4590978622436523,0.6140350699424744,0.777344286441803,0.6140350699424744,1.3716989755630493,0.7241379022598267,0.29622361063957214,0.7241379022598267
34,2.158503770828247,0.719298243522644,0.7389320135116577,0.719298243522644,1.3861923217773438,0.7241379022598267,0.32273662090301514,0.7241379022598267
35,2.8939156532287598,0.5964912176132202,0.920240581035614,0.5964912176132202,1.3988451957702637,0.6551724076271057,0.34138384461402893,0.6551724076271057
36,3.0195155143737793,0.6491228342056274,0.9008420705795288,0.6491228342056274,1.4063005447387695,0.6551724076271057,0.3537044823169708,0.6551724076271057
37,2.6346042156219482,0.7105262875556946,0.8715129494667053,0.7105262875556946,1.4108433723449707,0.6551724076271057,0.36339765787124634,0.6551724076271057
38,3.5717058181762695,0.6491228342056274,0.9553784132003784,0.6491228342056274,1.413819670677185,0.6551724076271057,0.3696073889732361,0.6551724076271057
39,3.015326499938965,0.640350878238678,0.869560718536377,0.640350878238678,1.4159126281738281,0.6551724076271057,0.3739246428012848,0.6551724076271057
40,3.196761131286621,0.6666666865348816,0.9319169521331787,0.6666666865348816,1.4172991514205933,0.6551724076271057,0.3766672909259796,0.6551724076271057
41,2.9579930305480957,0.6491228342056274,0.9317387342453003,0.6491228342056274,1.4182953834533691,0.6551724076271057,0.3779991865158081,0.6551724076271057
42,3.369382381439209,0.6491228342056274,1.044755220413208,0.6491228342056274,1.4180928468704224,0.6551724076271057,0.3782218396663666,0.6551724076271057
43,3.1147758960723877,0.6491228342056274,0.916201651096344,0.6491228342056274,1.3855723142623901,0.7241379022598267,0.3328743577003479,0.7241379022598267
44,3.239859104156494,0.6842105388641357,0.8655581474304199,0.6842105388641357,1.3755935430526733,0.7586206793785095,0.3044102191925049,0.7586206793785095
45,3.028296947479248,0.6228070259094238,0.9035179018974304,0.6228070259094238,0.9909570813179016,0.7931034564971924,0.29007551074028015,0.7931034564971924
46,3.3125526905059814,0.6052631735801697,0.7490123510360718,0.6052631735801697,0.9643667340278625,0.7931034564971924,0.2822255492210388,0.7931034564971924
47,3.198164224624634,0.6315789222717285,0.9082262516021729,0.6315789222717285,0.9562312960624695,0.7931034564971924,0.2781825661659241,0.7931034564971924
48,1.9286832809448242,0.719298243522644,0.7277789115905762,0.719298243522644,0.9529891014099121,0.7931034564971924,0.27598845958709717,0.7931034564971924
49,1.9670908451080322,0.7017543911933899,0.6641944646835327,0.7017543911933899,0.9506922364234924,0.7931034564971924,0.2745397388935089,0.7931034564971924
50,1.9508893489837646,0.7280701994895935,0.6778649687767029,0.7280701994895935,0.9482742547988892,0.7931034564971924,0.2734498381614685,0.7931034564971924
51,1.9750179052352905,0.7017543911933899,0.7680304646492004,0.7017543911933899,0.9478240013122559,0.7931034564971924,0.27348998188972473,0.7931034564971924
52,2.8735740184783936,0.6754385828971863,0.9456862211227417,0.6754385828971863,0.9479503035545349,0.7931034564971924,0.2737945318222046,0.7931034564971924
53,2.352705955505371,0.6578947305679321,0.693516731262207,0.6578947305679321,0.9474473595619202,0.7931034564971924,0.2737232446670532,0.7931034564971924
54,2.338554620742798,0.6754385828971863,0.7074936032295227,0.6754385828971863,0.9440723061561584,0.7931034564971924,0.27416253089904785,0.7931034564971924
55,3.0208332538604736,0.6228070259094238,0.7781218886375427,0.6228070259094238,0.9402469396591187,0.7931034564971924,0.27410122752189636,0.7931034564971924
56,3.0664865970611572,0.6754385828971863,0.7638996243476868,0.6754385828971863,0.9380497336387634,0.7931034564971924,0.27380409836769104,0.7931034564971924
57,1.9826533794403076,0.7017543911933899,0.7586435675621033,0.7017543911933899,0.9351080060005188,0.7931034564971924,0.27347442507743835,0.7931034564971924
58,2.272085428237915,0.719298243522644,0.8190900683403015,0.719298243522644,0.9332743883132935,0.7931034564971924,0.2733771800994873,0.7931034564971924
59,3.204378843307495,0.640350878238678,0.8153370022773743,0.640350878238678,0.9341035485267639,0.7931034564971924,0.2742031216621399,0.7931034564971924
60,2.854705810546875,0.6491228342056274,0.8829119205474854,0.6491228342056274,0.9338845610618591,0.7931034564971924,0.2742271423339844,0.7931034564971924
61,2.2873854637145996,0.6491228342056274,0.6659103631973267,0.6491228342056274,0.9341367483139038,0.7931034564971924,0.2748522460460663,0.7931034564971924
62,3.1840147972106934,0.6052631735801697,0.7218904495239258,0.6052631735801697,0.9350828528404236,0.7931034564971924,0.2761130928993225,0.7931034564971924
63,2.9764976501464844,0.6578947305679321,0.9468510746955872,0.6578947305679321,0.9362319707870483,0.7931034564971924,0.27722322940826416,0.7931034564971924
64,3.645048141479492,0.6315789222717285,0.8707929253578186,0.6315789222717285,0.936698853969574,0.7931034564971924,0.2777884900569916,0.7931034564971924
65,2.6192171573638916,0.7105262875556946,0.8502041101455688,0.7105262875556946,0.9369677305221558,0.7931034564971924,0.27849632501602173,0.7931034564971924
66,2.511336326599121,0.6754385828971863,0.7463505268096924,0.6754385828971863,0.9371933937072754,0.7931034564971924,0.2791643738746643,0.7931034564971924
67,3.0449066162109375,0.6842105388641357,0.9459999203681946,0.6842105388641357,0.9367210268974304,0.7931034564971924,0.27965691685676575,0.7931034564971924
68,2.1727423667907715,0.640350878238678,0.7656276226043701,0.640350878238678,0.9348537921905518,0.7931034564971924,0.27983328700065613,0.7931034564971924
69,2.8872737884521484,0.6228070259094238,0.7686351537704468,0.6228070259094238,0.932936429977417,0.7931034564971924,0.2799769341945648,0.7931034564971924
70,2.5562503337860107,0.7017543911933899,0.856900155544281,0.7017543911933899,0.9303170442581177,0.7931034564971924,0.2803441882133484,0.7931034564971924
71,2.304966926574707,0.7368420958518982,0.7384149432182312,0.7368420958518982,0.931763231754303,0.7931034564971924,0.2825615108013153,0.7931034564971924
72,2.9018635749816895,0.7017543911933899,0.8701738119125366,0.7017543911933899,0.9326635003089905,0.7931034564971924,0.284162312746048,0.7931034564971924
73,3.303528308868408,0.640350878238678,0.8423650860786438,0.640350878238678,0.9343450665473938,0.7931034564971924,0.2857998013496399,0.7931034564971924
74,3.2409191131591797,0.6666666865348816,0.8760020136833191,0.6666666865348816,0.9360161423683167,0.7931034564971924,0.286810964345932,0.7931034564971924
75,2.380704402923584,0.6929824352264404,0.8523043394088745,0.6929824352264404,0.935859203338623,0.7931034564971924,0.2870873808860779,0.7931034564971924
76,1.773271083831787,0.7368420958518982,0.7493008375167847,0.7368420958518982,0.93494713306427,0.7931034564971924,0.2869616448879242,0.7931034564971924
77,3.123809814453125,0.6842105388641357,0.873196005821228,0.6842105388641357,0.936658501625061,0.7931034564971924,0.28765690326690674,0.7931034564971924
78,3.3579888343811035,0.6491228342056274,0.8885974287986755,0.6491228342056274,0.938918948173523,0.7931034564971924,0.2885870337486267,0.7931034564971924
79,1.5779725313186646,0.7982456088066101,0.594039797782898,0.7982456088066101,0.9386239647865295,0.7931034564971924,0.28859198093414307,0.7931034564971924
80,2.2018299102783203,0.719298243522644,0.7338795065879822,0.719298243522644,0.9374833703041077,0.7931034564971924,0.2879739999771118,0.7931034564971924
81,2.3410494327545166,0.7105262875556946,0.8793286681175232,0.7105262875556946,0.9378920793533325,0.7931034564971924,0.28816285729408264,0.7931034564971924
82,2.2210230827331543,0.6666666865348816,0.6196344494819641,0.6666666865348816,0.9388582706451416,0.7931034564971924,0.28918978571891785,0.7931034564971924
83,2.664609909057617,0.7105262875556946,0.7825087904930115,0.7105262875556946,0.9446393251419067,0.7931034564971924,0.29217591881752014,0.7931034564971924
84,2.7362401485443115,0.6754385828971863,0.8445485234260559,0.6754385828971863,0.9445205926895142,0.7931034564971924,0.2937254309654236,0.7931034564971924
85,3.115668296813965,0.6666666865348816,0.8911760449409485,0.6666666865348816,0.9469230771064758,0.7931034564971924,0.29577234387397766,0.7931034564971924
86,2.610201597213745,0.6842105388641357,0.8207693696022034,0.6842105388641357,0.9509653449058533,0.7931034564971924,0.2982884645462036,0.7931034564971924
87,1.7173727750778198,0.7280701994895935,0.6826545596122742,0.7280701994895935,0.946380078792572,0.7931034564971924,0.29507511854171753,0.7931034564971924
88,2.906951665878296,0.7017543911933899,0.7510181665420532,0.7017543911933899,0.5466303825378418,0.8275862336158752,0.27827727794647217,0.8275862336158752
89,2.767011880874634,0.6491228342056274,0.7846828103065491,0.6491228342056274,0.5085899233818054,0.8275862336158752,0.26938924193382263,0.8275862336158752
